Name,State FIPS,County FIPS,Household Income,Median Age,Median Male Age,Median Female Age,No Education,High School,GED,Some College,Associates Degree,Bachelors Degree,Professional Degree,Doctoral Degree
"Rock County, Minnesota",27,133,56753.0,40.9,40.2,42.1,42.0,2029.0,193.0,929.0,856.0,1005.0,90.0,22.0
"Roseau County, Minnesota",27,135,56273.0,41.4,41.0,41.9,67.0,3325.0,321.0,2108.0,1153.0,1524.0,97.0,32.0
"Sibley County, Minnesota",27,143,60848.0,41.6,40.3,42.6,32.0,3760.0,314.0,1500.0,1266.0,1271.0,104.0,37.0
"Traverse County, Minnesota",27,155,48889.0,48.6,47.6,49.9,22.0,816.0,74.0,388.0,369.0,319.0,33.0,5.0
"Watonwan County, Minnesota",27,165,50044.0,39.9,38.4,41.7,206.0,2762.0,269.0,795.0,739.0,860.0,26.0,21.0
"Becker County, Minnesota",27,005,55884.0,41.8,41.7,42.0,106.0,6387.0,971.0,3583.0,3144.0,3880.0,325.0,275.0
"Hennepin County, Minnesota",27,053,71154.0,36.3,35.4,37.3,12605.0,125530.0,20207.0,112173.0,73193.0,259301.0,29320.0,16020.0
"Big Stone County, Minnesota",27,011,48299.0,49.0,47.2,50.5,31.0,1425.0,107.0,522.0,368.0,465.0,29.0,21.0
"Brown County, Minnesota",27,015,55764.0,42.5,40.6,44.5,101.0,6006.0,502.0,2799.0,1988.0,2522.0,207.0,106.0
"Chippewa County, Minnesota",27,023,57601.0,43.0,39.9,45.1,73.0,2632.0,308.0,1327.0,1047.0,1126.0,26.0,10.0
"Cass County, Minnesota",27,021,50162.0,48.7,48.2,49.2,121.0,6160.0,935.0,3510.0,2273.0,3148.0,224.0,133.0
"Clearwater County, Minnesota",27,029,45638.0,42.7,41.7,43.6,41.0,1881.0,348.0,936.0,663.0,679.0,29.0,19.0
"Goodhue County, Minnesota",27,049,62431.0,42.9,41.1,44.2,86.0,9302.0,1254.0,5084.0,4086.0,5524.0,375.0,252.0
"Hubbard County, Minnesota",27,057,52941.0,48.6,48.2,49.0,81.0,4177.0,598.0,2393.0,1746.0,2717.0,238.0,142.0
"Isanti County, Minnesota",27,059,67565.0,39.5,38.2,40.1,113.0,8244.0,1181.0,4523.0,2956.0,3168.0,192.0,112.0
"Jackson County, Minnesota",27,063,55122.0,44.0,43.1,44.6,54.0,2327.0,129.0,1190.0,940.0,1068.0,56.0,22.0
"Martin County, Minnesota",27,091,53627.0,45.2,43.0,46.9,117.0,4994.0,449.0,2112.0,1702.0,2131.0,128.0,51.0
"Mower County, Minnesota",27,099,53700.0,39.3,37.6,41.0,498.0,7516.0,832.0,3990.0,3266.0,3719.0,303.0,292.0
"Nobles County, Minnesota",27,105,53267.0,36.0,35.2,37.1,648.0,4184.0,327.0,1824.0,1383.0,1401.0,136.0,57.0
"Pine County, Minnesota",27,115,47285.0,44.5,43.0,46.5,174.0,7036.0,1582.0,3298.0,1863.0,2016.0,80.0,97.0
"Olmsted County, Minnesota",27,109,72337.0,37.1,36.0,38.0,1047.0,18269.0,2761.0,13372.0,11732.0,25018.0,4696.0,3466.0
"Cottonwood County, Minnesota",27,033,50524.0,43.3,42.1,45.0,113.0,2522.0,283.0,1403.0,737.0,1212.0,77.0,41.0
"Scott County, Minnesota",27,139,93151.0,36.0,35.6,36.3,936.0,18094.0,2618.0,13194.0,11260.0,25366.0,1174.0,962.0
"Dodge County, Minnesota",27,039,71078.0,38.0,37.3,39.0,39.0,4024.0,482.0,2030.0,1800.0,2427.0,157.0,46.0
"Wabasha County, Minnesota",27,157,61973.0,45.0,44.4,45.6,63.0,4986.0,506.0,2281.0,1720.0,2264.0,192.0,108.0
"Pipestone County, Minnesota",27,117,48909.0,42.4,40.8,44.1,59.0,1909.0,246.0,969.0,652.0,985.0,71.0,27.0
"Crow Wing County, Minnesota",27,035,53121.0,44.1,42.8,45.4,273.0,11775.0,1912.0,7303.0,5962.0,7129.0,765.0,359.0
"Norman County, Minnesota",27,107,53034.0,44.3,43.7,45.1,29.0,1607.0,215.0,649.0,558.0,637.0,28.0,17.0
"Wright County, Minnesota",27,171,77953.0,36.2,35.8,36.7,323.0,21460.0,2648.0,14185.0,11042.0,17100.0,936.0,613.0
"Nicollet County, Minnesota",27,103,62593.0,36.3,36.2,36.5,97.0,5480.0,456.0,3236.0,2928.0,4683.0,380.0,526.0
"Douglas County, Minnesota",27,041,58667.0,44.3,41.9,46.1,110.0,7207.0,563.0,3595.0,5014.0,4682.0,357.0,271.0
"Grant County, Minnesota",27,051,53727.0,45.3,44.5,46.9,15.0,1326.0,115.0,727.0,683.0,595.0,28.0,17.0
"Kittson County, Minnesota",27,069,52304.0,47.9,46.4,49.5,18.0,985.0,136.0,600.0,276.0,540.0,49.0,22.0
"Le Sueur County, Minnesota",27,079,65500.0,41.4,40.9,41.7,96.0,5903.0,624.0,2875.0,2403.0,3103.0,135.0,158.0
"Mahnomen County, Minnesota",27,087,42439.0,35.7,34.9,37.1,10.0,957.0,246.0,633.0,411.0,285.0,21.0,14.0
"Chisago County, Minnesota",27,025,76747.0,40.9,39.5,41.9,181.0,10829.0,1693.0,6449.0,5011.0,5690.0,345.0,202.0
"Redwood County, Minnesota",27,127,51871.0,43.5,42.4,44.6,188.0,3755.0,285.0,1765.0,1065.0,1511.0,96.0,37.0
"Yellow Medicine County, Minnesota",27,173,54645.0,42.6,40.5,44.8,52.0,2259.0,243.0,1128.0,980.0,819.0,65.0,33.0
"Todd County, Minnesota",27,153,49213.0,43.7,43.3,44.3,101.0,5652.0,558.0,2468.0,2273.0,1836.0,92.0,41.0
"Beltrami County, Minnesota",27,007,45923.0,33.4,32.2,34.7,112.0,6471.0,1479.0,4548.0,3423.0,4780.0,448.0,542.0
"Blue Earth County, Minnesota",27,013,53752.0,30.6,29.8,31.4,154.0,9251.0,1296.0,6196.0,4637.0,8101.0,665.0,694.0
"Houston County, Minnesota",27,055,56837.0,45.4,44.0,47.1,57.0,3998.0,462.0,2029.0,2081.0,2196.0,122.0,141.0
"Lac qui Parle County, Minnesota",27,073,50195.0,50.0,48.4,51.5,28.0,1674.0,218.0,850.0,606.0,695.0,75.0,12.0
"Lake of the Woods County, Minnesota",27,077,46943.0,51.1,51.2,50.9,14.0,1098.0,84.0,498.0,187.0,390.0,2.0,0.0
"Otter Tail County, Minnesota",27,111,55181.0,46.6,45.4,47.8,305.0,11048.0,1354.0,6282.0,5651.0,7105.0,571.0,401.0
"Waseca County, Minnesota",27,161,55189.0,39.6,39.8,39.4,80.0,3835.0,766.0,2000.0,1783.0,1875.0,76.0,75.0
"St. Louis County, Minnesota",27,137,50936.0,41.0,39.6,42.5,735.0,33054.0,5697.0,23572.0,16916.0,25965.0,2495.0,1657.0
"Anoka County, Minnesota",27,003,76796.0,38.2,37.5,39.0,2359.0,57248.0,9020.0,37360.0,30187.0,47125.0,2550.0,1600.0
"Stearns County, Minnesota",27,145,59564.0,34.1,33.2,35.0,1136.0,25357.0,2103.0,15141.0,12816.0,17703.0,1561.0,1331.0
"Dakota County, Minnesota",27,037,79995.0,37.7,36.7,38.8,2088.0,51693.0,7034.0,41535.0,31409.0,78605.0,5875.0,3312.0
"Lincoln County, Minnesota",27,081,51102.0,45.9,44.6,47.8,25.0,1455.0,101.0,613.0,522.0,666.0,26.0,14.0
"Lyon County, Minnesota",27,083,54181.0,35.6,35.0,36.4,159.0,5090.0,437.0,2184.0,2095.0,3231.0,161.0,247.0
"Marshall County, Minnesota",27,089,57289.0,43.4,42.2,44.2,37.0,2140.0,244.0,907.0,771.0,1004.0,30.0,25.0
"Mille Lacs County, Minnesota",27,095,53737.0,40.1,39.2,41.7,72.0,5826.0,914.0,2580.0,1941.0,1887.0,73.0,81.0
"Renville County, Minnesota",27,129,56721.0,44.4,43.4,45.4,50.0,3439.0,336.0,2108.0,1280.0,1165.0,58.0,42.0
"Washington County, Minnesota",27,163,89598.0,39.2,38.3,40.4,1339.0,31846.0,4679.0,24062.0,18674.0,46409.0,4473.0,3119.0
"Carlton County, Minnesota",27,017,58874.0,40.7,39.8,42.4,65.0,7498.0,1293.0,4138.0,3057.0,3896.0,189.0,97.0
"Cook County, Minnesota",27,031,51903.0,52.1,51.7,52.6,2.0,764.0,139.0,720.0,437.0,1059.0,150.0,74.0
"Kanabec County, Minnesota",27,065,50509.0,44.5,44.1,44.9,64.0,3956.0,619.0,1683.0,1128.0,1086.0,152.0,43.0
"Koochiching County, Minnesota",27,071,47131.0,48.6,48.3,49.2,17.0,3092.0,547.0,1534.0,976.0,1218.0,93.0,62.0
"Meeker County, Minnesota",27,093,59611.0,42.2,41.9,42.7,49.0,5272.0,467.0,2536.0,2130.0,2180.0,166.0,73.0
"Morrison County, Minnesota",27,097,52855.0,41.7,40.4,43.0,235.0,7850.0,837.0,3249.0,2881.0,2681.0,129.0,105.0
"Pennington County, Minnesota",27,113,53893.0,39.5,37.5,41.2,27.0,3155.0,480.0,1533.0,1343.0,1423.0,91.0,76.0
"Rice County, Minnesota",27,131,63311.0,36.6,35.8,37.3,721.0,11027.0,1829.0,5740.0,4777.0,6864.0,644.0,685.0
"Steele County, Minnesota",27,147,58882.0,39.3,37.8,40.3,241.0,7840.0,733.0,3677.0,2625.0,4275.0,328.0,102.0
"Sherburne County, Minnesota",27,141,83895.0,35.9,35.4,36.6,338.0,14356.0,2042.0,10399.0,7802.0,11807.0,716.0,391.0
"Wadena County, Minnesota",27,159,45018.0,41.7,40.2,43.4,86.0,2977.0,438.0,1679.0,1143.0,819.0,83.0,40.0
"Benton County, Minnesota",27,009,53574.0,35.6,35.3,35.9,266.0,7236.0,1050.0,4428.0,3568.0,4289.0,257.0,188.0
"Carver County, Minnesota",27,019,93095.0,37.2,36.4,38.0,368.0,11483.0,1010.0,7940.0,7081.0,21349.0,1155.0,877.0
"Freeborn County, Minnesota",27,047,51174.0,44.3,42.7,46.7,153.0,7074.0,981.0,3396.0,2812.0,2652.0,243.0,74.0
"Itasca County, Minnesota",27,061,52050.0,45.9,44.6,47.3,106.0,8658.0,1563.0,5936.0,3921.0,5025.0,438.0,196.0
"McLeod County, Minnesota",27,085,59869.0,40.4,39.4,42.3,154.0,8358.0,768.0,3782.0,3694.0,3161.0,205.0,128.0
"Pope County, Minnesota",27,121,58198.0,45.9,44.2,47.8,31.0,2381.0,167.0,1253.0,1293.0,1243.0,96.0,25.0
"Ramsey County, Minnesota",27,123,60301.0,34.8,33.7,35.8,10750.0,64941.0,11057.0,46451.0,29501.0,88453.0,11004.0,9627.0
"Stevens County, Minnesota",27,149,57552.0,33.1,32.2,34.3,44.0,1399.0,154.0,830.0,969.0,1219.0,59.0,176.0
"Swift County, Minnesota",27,151,49556.0,44.1,43.4,45.1,42.0,2142.0,229.0,1042.0,970.0,885.0,42.0,31.0
"Winona County, Minnesota",27,169,53975.0,34.5,34.5,34.5,164.0,7421.0,1056.0,4944.0,3958.0,6034.0,386.0,486.0
"Hancock County, Mississippi",28,045,47518.0,43.2,41.2,44.3,416.0,6697.0,2288.0,6446.0,2719.0,4420.0,318.0,275.0
"LaSalle Parish, Louisiana",22,059,34712.0,38.2,36.8,39.4,205.0,3210.0,971.0,1169.0,610.0,939.0,32.0,32.0
"Sharkey County, Mississippi",28,125,30033.0,39.6,36.3,41.7,2.0,607.0,187.0,612.0,193.0,486.0,18.0,20.0
"Tippah County, Mississippi",28,139,39351.0,38.6,37.3,40.2,369.0,3635.0,1215.0,2197.0,1199.0,1450.0,55.0,63.0
"Choctaw County, Mississippi",28,019,34542.0,44.3,42.8,45.4,135.0,1659.0,404.0,928.0,459.0,649.0,39.0,76.0
"Forrest County, Mississippi",28,035,39555.0,32.0,31.2,32.9,335.0,10390.0,2475.0,8244.0,4303.0,7286.0,661.0,684.0
"Itawamba County, Mississippi",28,057,38358.0,39.8,37.6,41.9,246.0,3600.0,1120.0,2903.0,1469.0,1275.0,115.0,29.0
"Lafayette County, Mississippi",28,071,45019.0,29.3,28.9,29.8,204.0,4689.0,982.0,5054.0,2257.0,6814.0,817.0,1792.0
"Issaquena County, Mississippi",28,055,25609.0,38.8,38.7,41.4,0.0,274.0,119.0,182.0,12.0,25.0,8.0,0.0
"Jackson County, Mississippi",28,059,50274.0,38.3,37.5,39.1,1180.0,24125.0,6002.0,16842.0,10508.0,12245.0,1300.0,513.0
"Lowndes County, Mississippi",28,087,43198.0,36.6,35.0,38.0,507.0,9645.0,2400.0,5859.0,3716.0,5836.0,649.0,249.0
"Leflore County, Mississippi",28,083,25210.0,33.1,30.3,35.0,324.0,5555.0,872.0,3030.0,759.0,2069.0,184.0,106.0
"Tunica County, Mississippi",28,143,32052.0,32.9,32.1,33.4,40.0,1691.0,277.0,1089.0,625.0,768.0,98.0,7.0
"Wilkinson County, Mississippi",28,157,23340.0,37.3,33.5,44.8,111.0,1999.0,306.0,672.0,359.0,585.0,42.0,0.0
"Claiborne County, Mississippi",28,021,24601.0,33.8,33.4,34.1,118.0,1290.0,243.0,887.0,410.0,527.0,68.0,62.0
"Harrison County, Mississippi",28,047,44684.0,35.9,34.6,37.3,1482.0,29639.0,8828.0,24945.0,12718.0,18557.0,1773.0,1343.0
"Jefferson Davis County, Mississippi",28,065,26736.0,43.6,40.8,46.4,73.0,2243.0,662.0,1168.0,583.0,792.0,19.0,53.0
"Simpson County, Mississippi",28,127,37591.0,38.9,36.0,42.3,245.0,5088.0,1313.0,2791.0,1630.0,1551.0,169.0,29.0
"Lauderdale County, Mississippi",28,075,41340.0,37.7,35.5,39.8,633.0,12674.0,3283.0,9206.0,5753.0,6551.0,671.0,389.0
"Lincoln County, Mississippi",28,085,37308.0,37.8,36.6,39.5,257.0,6890.0,1576.0,3432.0,3008.0,2166.0,262.0,208.0
"Scott County, Mississippi",28,123,33601.0,36.5,34.9,37.9,486.0,5444.0,1249.0,2428.0,1558.0,1600.0,91.0,100.0
"Winston County, Mississippi",28,159,33313.0,42.0,39.8,44.1,274.0,3605.0,684.0,1795.0,1186.0,1351.0,80.0,131.0
"Yazoo County, Mississippi",28,163,28330.0,35.7,35.3,36.6,536.0,4264.0,2298.0,2518.0,1218.0,1597.0,89.0,174.0
"Attala County, Mississippi",28,007,33815.0,39.9,39.1,41.0,168.0,3052.0,791.0,2183.0,1216.0,1021.0,39.0,44.0
"Benton County, Mississippi",28,009,40605.0,42.0,37.0,44.9,75.0,1428.0,586.0,909.0,402.0,355.0,39.0,16.0
"Franklin County, Mississippi",28,037,42388.0,42.5,42.1,42.8,76.0,1484.0,561.0,935.0,398.0,594.0,39.0,33.0
"Coahoma County, Mississippi",28,027,28728.0,34.0,31.6,35.7,405.0,3022.0,986.0,2600.0,1776.0,1719.0,147.0,29.0
"Jasper County, Mississippi",28,061,35271.0,40.8,39.8,42.5,46.0,3517.0,674.0,2031.0,1085.0,1013.0,138.0,34.0
"Jones County, Mississippi",28,067,38656.0,37.1,36.0,38.4,779.0,11018.0,2914.0,7921.0,4262.0,4580.0,514.0,187.0
"Walthall County, Mississippi",28,147,31077.0,40.3,37.8,42.6,159.0,3607.0,761.0,1099.0,891.0,555.0,113.0,1.0
"Monroe County, Mississippi",28,095,39444.0,41.0,39.5,43.0,414.0,6885.0,1898.0,3296.0,2114.0,3025.0,96.0,89.0
"Pontotoc County, Mississippi",28,115,41865.0,36.8,35.7,38.2,377.0,5138.0,1056.0,2764.0,1523.0,2107.0,89.0,96.0
"Sunflower County, Mississippi",28,133,28556.0,34.9,33.7,36.9,289.0,3593.0,1605.0,2955.0,1272.0,1710.0,78.0,94.0
"Webster County, Mississippi",28,155,35634.0,39.9,37.9,42.6,110.0,1801.0,619.0,1162.0,597.0,804.0,17.0,18.0
"Alcorn County, Mississippi",28,003,38919.0,40.1,37.7,42.7,275.0,6689.0,1765.0,3883.0,2211.0,2282.0,485.0,141.0
"Adams County, Mississippi",28,001,30359.0,40.3,38.0,41.9,304.0,6151.0,1436.0,3444.0,1610.0,2327.0,286.0,97.0
"Clay County, Mississippi",28,025,34118.0,39.4,37.9,40.1,179.0,3571.0,725.0,2149.0,1091.0,1658.0,98.0,38.0
"DeSoto County, Mississippi",28,033,62595.0,36.6,35.1,37.8,1176.0,26463.0,6724.0,21422.0,11473.0,17987.0,1110.0,744.0
"Covington County, Mississippi",28,031,36471.0,37.5,36.4,38.7,102.0,3350.0,1286.0,1904.0,993.0,1171.0,199.0,24.0
"Humphreys County, Mississippi",28,053,26188.0,36.4,33.2,38.4,117.0,1431.0,287.0,817.0,267.0,425.0,32.0,7.0
"Calhoun County, Mississippi",28,013,33370.0,40.5,39.4,41.5,185.0,3054.0,503.0,1345.0,866.0,579.0,39.0,64.0
"Holmes County, Mississippi",28,051,20330.0,34.5,31.0,38.0,332.0,4010.0,568.0,1546.0,602.0,762.0,64.0,29.0
"Amite County, Mississippi",28,005,30129.0,46.4,43.7,48.4,228.0,3202.0,421.0,1164.0,759.0,796.0,48.0,25.0
"Madison County, Mississippi",28,089,68600.0,37.0,35.5,37.7,359.0,9453.0,1457.0,10720.0,5527.0,18123.0,3065.0,1733.0
"Marion County, Mississippi",28,091,30998.0,39.9,38.2,41.3,283.0,5287.0,1145.0,2331.0,1590.0,1512.0,108.0,83.0
"Tishomingo County, Mississippi",28,141,36672.0,42.6,42.3,42.8,210.0,4208.0,1367.0,1712.0,1276.0,1054.0,83.0,50.0
"Wayne County, Mississippi",28,153,35215.0,37.4,35.5,38.4,261.0,4201.0,908.0,1808.0,974.0,880.0,126.0,22.0
"Greene County, Mississippi",28,041,48029.0,39.0,38.3,42.2,15.0,2485.0,1162.0,1665.0,688.0,610.0,41.0,6.0
"Marshall County, Mississippi",28,093,41134.0,39.9,39.7,40.0,333.0,8259.0,1841.0,3884.0,1056.0,2395.0,66.0,185.0
"Quitman County, Mississippi",28,119,25671.0,37.9,36.6,41.3,89.0,1196.0,353.0,737.0,419.0,369.0,23.0,0.0
"Bolivar County, Mississippi",28,011,28468.0,35.0,32.5,37.5,211.0,4155.0,994.0,3786.0,1397.0,2986.0,292.0,275.0
"Lamar County, Mississippi",28,073,56129.0,34.7,33.7,35.5,295.0,7226.0,2039.0,6389.0,3266.0,8917.0,1110.0,828.0
"Lee County, Mississippi",28,081,45985.0,37.0,35.4,38.1,858.0,11586.0,2858.0,9751.0,5626.0,8312.0,1000.0,543.0
"Pike County, Mississippi",28,113,30949.0,37.0,34.8,38.9,422.0,7232.0,1527.0,3754.0,2513.0,2563.0,164.0,138.0
"Tallahatchie County, Mississippi",28,135,30000.0,34.7,31.7,43.2,203.0,2364.0,1232.0,1491.0,848.0,734.0,11.0,41.0
"Smith County, Mississippi",28,129,37697.0,40.1,39.4,41.6,139.0,3788.0,782.0,1549.0,826.0,774.0,16.0,11.0
"Stone County, Mississippi",28,131,46283.0,37.4,37.1,38.4,73.0,3206.0,870.0,1992.0,1026.0,1307.0,51.0,78.0
"Warren County, Mississippi",28,149,41635.0,38.2,37.2,40.0,265.0,8279.0,1932.0,6209.0,2553.0,4219.0,382.0,366.0
"Clarke County, Mississippi",28,023,37626.0,41.8,40.6,42.7,223.0,3352.0,520.0,1707.0,1024.0,993.0,112.0,12.0
"Kemper County, Mississippi",28,069,27016.0,41.7,40.8,43.5,59.0,1926.0,354.0,1242.0,651.0,575.0,52.0,12.0
"Montgomery County, Mississippi",28,097,34983.0,42.6,42.1,43.0,234.0,1975.0,425.0,978.0,555.0,1049.0,75.0,41.0
"Oktibbeha County, Mississippi",28,105,37348.0,25.4,24.0,26.6,388.0,4192.0,1095.0,3484.0,1974.0,5044.0,660.0,1652.0
"Neshoba County, Mississippi",28,099,36755.0,36.7,34.9,38.5,386.0,4946.0,1150.0,3104.0,1703.0,1782.0,110.0,110.0
"Pearl River County, Mississippi",28,109,44734.0,41.0,39.7,42.5,494.0,8112.0,3074.0,6631.0,4400.0,3954.0,128.0,140.0
"Leake County, Mississippi",28,079,35578.0,35.8,34.0,38.0,370.0,4617.0,977.0,2000.0,1076.0,1191.0,132.0,39.0
"Noxubee County, Mississippi",28,103,30808.0,36.0,33.5,39.6,127.0,1892.0,263.0,969.0,544.0,589.0,19.0,22.0
"Rankin County, Mississippi",28,121,61605.0,37.2,36.1,38.4,717.0,20927.0,5818.0,18399.0,10351.0,19423.0,1747.0,956.0
"Tate County, Mississippi",28,137,46233.0,37.7,35.4,39.5,321.0,4720.0,1067.0,2880.0,1919.0,1922.0,196.0,95.0
"Washington County, Mississippi",28,151,29387.0,36.7,33.2,38.5,473.0,7052.0,2338.0,5376.0,2244.0,3578.0,390.0,330.0
"Lawrence County, Mississippi",28,077,40432.0,40.4,40.2,40.6,77.0,2610.0,545.0,1122.0,953.0,785.0,48.0,52.0
"Panola County, Mississippi",28,107,35891.0,37.0,35.6,39.5,315.0,7184.0,1356.0,2670.0,1928.0,2188.0,119.0,117.0
"Perry County, Mississippi",28,111,35374.0,40.7,38.0,41.7,187.0,2405.0,767.0,1317.0,870.0,637.0,51.0,0.0
"Yalobusha County, Mississippi",28,161,37647.0,41.8,40.7,43.0,66.0,2438.0,723.0,1227.0,649.0,757.0,28.0,80.0
"Chickasaw County, Mississippi",28,017,33579.0,37.0,35.5,38.4,252.0,3183.0,951.0,1459.0,929.0,1009.0,72.0,34.0
"Carroll County, Mississippi",28,015,43068.0,46.0,44.8,47.7,56.0,1735.0,725.0,850.0,736.0,789.0,100.0,38.0
"Copiah County, Mississippi",28,029,38046.0,38.2,36.7,39.0,499.0,4567.0,1240.0,2855.0,2269.0,1806.0,61.0,71.0
"George County, Mississippi",28,039,47640.0,36.5,36.0,37.0,121.0,4205.0,1444.0,2248.0,1352.0,1049.0,81.0,80.0
"Grenada County, Mississippi",28,043,34876.0,40.3,38.7,41.0,279.0,3036.0,1119.0,2409.0,1246.0,1642.0,85.0,79.0
"Hinds County, Mississippi",28,049,41011.0,34.2,32.6,35.6,2002.0,32264.0,6541.0,29598.0,13104.0,25763.0,3699.0,2222.0
"Jefferson County, Mississippi",28,063,21779.0,34.9,34.1,36.6,21.0,1558.0,314.0,791.0,263.0,244.0,96.0,33.0
"Newton County, Mississippi",28,101,37643.0,37.2,36.8,37.8,198.0,3471.0,618.0,2554.0,1542.0,1569.0,34.0,105.0
"Union County, Mississippi",28,145,40076.0,37.9,36.6,38.9,336.0,4907.0,1303.0,2653.0,1795.0,1606.0,247.0,73.0
"Prentiss County, Mississippi",28,117,32854.0,39.5,37.5,42.3,214.0,4710.0,919.0,2900.0,1824.0,1224.0,170.0,40.0
"Howell County, Missouri",29,091,34984.0,40.2,38.1,42.2,173.0,8712.0,1698.0,4008.0,2533.0,2359.0,344.0,187.0
"Carter County, Missouri",29,035,37875.0,41.3,43.0,40.5,54.0,1158.0,365.0,613.0,265.0,345.0,38.0,20.0
"Dade County, Missouri",29,057,38880.0,46.7,44.9,49.1,33.0,2203.0,182.0,748.0,311.0,516.0,64.0,33.0
"Linn County, Missouri",29,115,41652.0,42.5,41.2,44.4,94.0,3498.0,469.0,809.0,676.0,816.0,94.0,22.0
"Johnson County, Missouri",29,101,50689.0,29.9,28.6,32.0,144.0,8364.0,1085.0,4792.0,2883.0,5310.0,413.0,539.0
"Laclede County, Missouri",29,105,42646.0,40.1,39.1,41.3,257.0,8100.0,1514.0,2984.0,1920.0,2302.0,236.0,115.0
"Maries County, Missouri",29,125,41715.0,44.4,44.0,45.2,93.0,2284.0,357.0,530.0,639.0,606.0,56.0,16.0
"Phelps County, Missouri",29,161,41681.0,34.8,31.4,37.9,291.0,7468.0,1242.0,3032.0,2199.0,4569.0,465.0,818.0
"Platte County, Missouri",29,165,74199.0,38.2,37.2,39.1,338.0,12299.0,2065.0,11077.0,5248.0,16804.0,1465.0,999.0
"St. Francois County, Missouri",29,187,42873.0,39.2,37.6,41.1,500.0,13321.0,3986.0,6492.0,4174.0,3715.0,362.0,190.0
"St. Louis city, Missouri",29,510,38664.0,35.2,34.5,35.9,2784.0,41711.0,9431.0,35741.0,14513.0,41639.0,6571.0,4958.0
"Andrew County, Missouri",29,003,56658.0,42.5,41.6,43.1,43.0,3852.0,682.0,1658.0,829.0,1968.0,148.0,67.0
"Butler County, Missouri",29,023,37878.0,40.3,38.7,41.6,288.0,8295.0,2331.0,4581.0,2403.0,2899.0,373.0,174.0
"Carroll County, Missouri",29,033,43583.0,42.8,41.6,43.6,61.0,2461.0,375.0,700.0,315.0,680.0,44.0,10.0
"Daviess County, Missouri",29,061,45707.0,41.3,40.9,41.7,27.0,1985.0,258.0,641.0,426.0,683.0,41.0,64.0
"Holt County, Missouri",29,087,43981.0,48.4,46.9,49.2,23.0,1283.0,153.0,562.0,144.0,525.0,19.0,22.0
"Knox County, Missouri",29,103,39674.0,43.7,41.4,45.8,20.0,1108.0,112.0,334.0,166.0,292.0,18.0,16.0
"Ripley County, Missouri",29,181,33849.0,42.5,41.3,43.6,113.0,3217.0,610.0,1361.0,535.0,722.0,53.0,54.0
"Marion County, Missouri",29,127,44098.0,39.2,38.7,40.0,251.0,6316.0,1220.0,2884.0,1347.0,2742.0,210.0,131.0
"Montgomery County, Missouri",29,139,43094.0,43.9,42.4,46.1,72.0,3184.0,485.0,1062.0,542.0,685.0,30.0,25.0
"Osage County, Missouri",29,151,54503.0,40.1,38.7,41.1,55.0,3644.0,427.0,1082.0,862.0,1270.0,80.0,10.0
"Stoddard County, Missouri",29,207,40076.0,42.1,40.8,43.3,250.0,6749.0,1559.0,2692.0,1329.0,1919.0,116.0,79.0
"Warren County, Missouri",29,219,56193.0,40.9,40.6,41.3,245.0,7152.0,1272.0,3581.0,2047.0,2810.0,229.0,139.0
"Washington County, Missouri",29,221,37810.0,40.6,39.7,41.5,291.0,5476.0,1443.0,2406.0,1243.0,1003.0,63.0,25.0
"Audrain County, Missouri",29,007,44056.0,39.6,39.0,40.1,76.0,6764.0,1529.0,1925.0,1137.0,1520.0,142.0,93.0
"Christian County, Missouri",29,043,55761.0,37.6,36.8,38.5,313.0,15136.0,2194.0,8899.0,4657.0,10401.0,768.0,578.0
"DeKalb County, Missouri",29,063,46517.0,40.5,39.2,45.7,33.0,3026.0,1428.0,1295.0,515.0,1015.0,57.0,18.0
"Greene County, Missouri",29,077,43175.0,35.7,34.5,37.2,1101.0,44010.0,8669.0,32614.0,13551.0,35715.0,3344.0,3006.0
"Harrison County, Missouri",29,081,42889.0,42.8,40.5,44.5,36.0,2499.0,232.0,613.0,411.0,600.0,35.0,16.0
"Lafayette County, Missouri",29,107,52557.0,42.2,41.2,43.7,360.0,8206.0,1364.0,3163.0,1594.0,2755.0,123.0,204.0
"St. Clair County, Missouri",29,185,35066.0,50.0,48.7,51.4,49.0,2509.0,363.0,894.0,489.0,571.0,59.0,37.0
"Adair County, Missouri",29,001,38750.0,27.3,27.8,27.0,59.0,4319.0,463.0,1587.0,813.0,2046.0,193.0,622.0
"Schuyler County, Missouri",29,197,38848.0,40.6,38.2,42.5,23.0,1124.0,140.0,472.0,203.0,223.0,33.0,9.0
"Scotland County, Missouri",29,199,42939.0,37.2,36.1,39.0,8.0,1128.0,137.0,358.0,230.0,289.0,0.0,14.0
"Sullivan County, Missouri",29,211,42034.0,41.5,40.2,44.2,30.0,1965.0,236.0,435.0,257.0,276.0,21.0,20.0
"Camden County, Missouri",29,029,50496.0,51.0,50.6,51.5,274.0,10442.0,1824.0,5351.0,2746.0,4870.0,429.0,210.0
"Clark County, Missouri",29,045,45216.0,43.8,43.0,45.3,36.0,1805.0,277.0,661.0,355.0,430.0,30.0,0.0
"Jasper County, Missouri",29,097,45328.0,35.9,34.8,36.6,603.0,22265.0,4474.0,12326.0,5250.0,12331.0,731.0,506.0
"Jefferson County, Missouri",29,099,60765.0,38.8,37.8,40.1,1087.0,40468.0,8272.0,25312.0,17490.0,19821.0,1089.0,965.0
