Name,State FIPS,County FIPS,Household Income,Median Age,Median Male Age,Median Female Age,No Education,High School,GED,Some College,Associates Degree,Bachelors Degree,Professional Degree,Doctoral Degree
"Lewis County, Missouri",29,111,47148.0,40.1,38.2,41.8,42.0,2725.0,282.0,1003.0,380.0,528.0,61.0,112.0
"McDonald County, Missouri",29,119,41207.0,38.3,36.7,40.4,347.0,4603.0,1082.0,2128.0,960.0,1139.0,197.0,148.0
"New Madrid County, Missouri",29,143,33846.0,41.3,40.3,42.2,159.0,4435.0,827.0,1416.0,460.0,878.0,47.0,36.0
"Perry County, Missouri",29,157,54935.0,40.5,39.6,41.5,57.0,5043.0,899.0,1623.0,780.0,1434.0,117.0,0.0
"Polk County, Missouri",29,167,44805.0,37.5,36.8,38.3,63.0,6578.0,1018.0,2873.0,1262.0,2532.0,160.0,124.0
"Ralls County, Missouri",29,173,50161.0,44.7,44.0,46.2,58.0,3101.0,435.0,855.0,560.0,602.0,70.0,23.0
"Ray County, Missouri",29,177,57270.0,41.8,41.1,43.6,60.0,6399.0,963.0,2148.0,978.0,1627.0,98.0,24.0
"Stone County, Missouri",29,209,43292.0,52.7,52.3,53.1,146.0,7373.0,1270.0,4334.0,1582.0,3099.0,239.0,102.0
"Reynolds County, Missouri",29,179,40265.0,46.0,44.8,46.9,29.0,1662.0,217.0,523.0,334.0,322.0,10.0,12.0
"St. Louis County, Missouri",29,189,62931.0,40.3,38.1,42.1,3717.0,127490.0,19532.0,105938.0,52068.0,171204.0,22204.0,14534.0
"Scott County, Missouri",29,201,41628.0,40.0,38.6,41.4,352.0,9671.0,1563.0,3947.0,1442.0,2155.0,242.0,130.0
"Barry County, Missouri",29,009,40638.0,43.2,41.8,44.7,322.0,8909.0,1274.0,3349.0,1677.0,2081.0,189.0,81.0
"Barton County, Missouri",29,011,41184.0,40.6,39.7,42.6,124.0,2943.0,411.0,1188.0,512.0,962.0,107.0,7.0
"Boone County, Missouri",29,019,52005.0,30.6,30.0,31.0,764.0,18266.0,3512.0,14087.0,7360.0,26835.0,3755.0,4225.0
"Cedar County, Missouri",29,039,35930.0,44.0,43.1,46.4,124.0,3201.0,787.0,1263.0,640.0,859.0,120.0,18.0
"Cole County, Missouri",29,051,54216.0,38.2,37.4,39.5,204.0,13564.0,3021.0,7291.0,4005.0,10767.0,1036.0,320.0
"Crawford County, Missouri",29,055,37171.0,41.6,40.8,42.5,275.0,5705.0,1151.0,1898.0,1015.0,1257.0,53.0,90.0
"Gasconade County, Missouri",29,073,50687.0,45.9,45.2,47.7,90.0,3961.0,530.0,1169.0,995.0,1194.0,56.0,79.0
"Iron County, Missouri",29,093,36457.0,45.3,42.6,47.4,64.0,2688.0,419.0,1003.0,497.0,559.0,17.0,59.0
"Livingston County, Missouri",29,117,45929.0,40.7,41.7,40.2,92.0,3789.0,685.0,1130.0,1033.0,1335.0,103.0,21.0
"Macon County, Missouri",29,121,38903.0,43.0,41.3,45.1,121.0,4105.0,649.0,1206.0,754.0,1081.0,38.0,22.0
"Moniteau County, Missouri",29,135,50897.0,38.6,38.2,39.1,121.0,3751.0,872.0,1126.0,692.0,1422.0,67.0,27.0
"Oregon County, Missouri",29,149,32070.0,46.3,45.3,46.9,92.0,2756.0,443.0,1082.0,606.0,597.0,61.0,35.0
"Pemiscot County, Missouri",29,155,32468.0,37.7,36.0,38.7,188.0,3602.0,677.0,1354.0,660.0,815.0,34.0,15.0
"Pettis County, Missouri",29,159,43097.0,37.9,36.3,39.6,395.0,8048.0,1225.0,4240.0,2757.0,3194.0,324.0,173.0
"Ste. Genevieve County, Missouri",29,186,50959.0,43.0,43.3,42.8,72.0,4692.0,562.0,1792.0,1124.0,1218.0,69.0,120.0
"Shannon County, Missouri",29,203,31202.0,44.8,43.5,45.7,28.0,2164.0,415.0,735.0,302.0,556.0,35.0,14.0
"Randolph County, Missouri",29,175,44754.0,39.2,37.8,40.9,236.0,4922.0,1228.0,2621.0,1933.0,1551.0,127.0,123.0
"Douglas County, Missouri",29,067,33003.0,47.3,46.3,48.4,72.0,3649.0,698.0,1222.0,706.0,601.0,35.0,10.0
"Dunklin County, Missouri",29,069,32348.0,39.4,37.6,40.9,317.0,6194.0,1221.0,2298.0,1418.0,1658.0,277.0,50.0
"Franklin County, Missouri",29,071,53849.0,40.7,39.4,42.3,578.0,19848.0,3488.0,10832.0,7330.0,9306.0,630.0,388.0
"Henry County, Missouri",29,083,41089.0,44.0,42.6,45.3,119.0,5482.0,1151.0,2387.0,984.0,1716.0,111.0,39.0
"Howard County, Missouri",29,089,50356.0,38.9,38.9,38.8,92.0,2208.0,254.0,771.0,432.0,1085.0,34.0,80.0
"Jackson County, Missouri",29,095,50652.0,36.6,35.4,38.0,4799.0,115577.0,18027.0,78439.0,33121.0,89255.0,9222.0,4773.0
"Lawrence County, Missouri",29,109,41673.0,39.7,38.9,40.8,166.0,8032.0,1260.0,3902.0,1628.0,2845.0,139.0,29.0
"Miller County, Missouri",29,131,41461.0,41.1,39.9,41.9,135.0,6276.0,1100.0,2382.0,1108.0,1752.0,91.0,64.0
"Pulaski County, Missouri",29,169,51137.0,27.6,25.1,31.3,321.0,7297.0,1200.0,4964.0,2987.0,4860.0,81.0,135.0
"Putnam County, Missouri",29,171,37028.0,46.7,44.0,48.1,33.0,1280.0,162.0,426.0,355.0,434.0,16.0,31.0
"Taney County, Missouri",29,213,39661.0,41.9,40.2,43.1,118.0,11425.0,1908.0,7263.0,2453.0,4460.0,420.0,224.0
"Texas County, Missouri",29,215,35571.0,42.3,41.1,43.8,94.0,5893.0,1448.0,2228.0,954.0,1718.0,109.0,42.0
"Buchanan County, Missouri",29,021,48652.0,37.1,35.7,38.8,667.0,18779.0,3981.0,9924.0,3872.0,7885.0,693.0,570.0
"Caldwell County, Missouri",29,025,44975.0,42.9,41.3,43.8,56.0,2363.0,336.0,862.0,488.0,780.0,78.0,24.0
"Callaway County, Missouri",29,027,53180.0,38.3,36.8,39.6,486.0,9230.0,2282.0,3585.0,2234.0,4381.0,273.0,228.0
"Cass County, Missouri",29,037,65352.0,39.5,37.9,40.9,331.0,20336.0,2829.0,10790.0,5746.0,11504.0,911.0,464.0
"Clinton County, Missouri",29,049,57591.0,41.1,40.4,42.0,99.0,4906.0,640.0,2566.0,1292.0,1803.0,137.0,38.0
"Cooper County, Missouri",29,053,46547.0,39.2,36.0,42.6,60.0,4005.0,801.0,1594.0,1005.0,1792.0,111.0,37.0
"Dallas County, Missouri",29,059,41441.0,43.5,42.3,44.3,73.0,3947.0,753.0,1524.0,671.0,782.0,44.0,78.0
"Gentry County, Missouri",29,075,43777.0,41.3,41.1,41.6,58.0,1729.0,211.0,624.0,253.0,639.0,27.0,23.0
"Hickory County, Missouri",29,085,34746.0,54.8,54.8,54.9,39.0,2746.0,383.0,1189.0,571.0,427.0,11.0,31.0
"Lincoln County, Missouri",29,113,58603.0,37.3,36.7,37.8,314.0,13232.0,2061.0,4663.0,3474.0,3830.0,105.0,196.0
"Mississippi County, Missouri",29,133,32212.0,39.4,37.1,42.6,95.0,2909.0,990.0,1164.0,375.0,791.0,52.0,0.0
"Monroe County, Missouri",29,137,42011.0,45.2,43.8,46.8,40.0,2612.0,320.0,779.0,463.0,627.0,45.0,15.0
"Newton County, Missouri",29,145,46723.0,39.4,37.0,41.2,462.0,11262.0,2179.0,6162.0,3324.0,5053.0,516.0,319.0
"Ozark County, Missouri",29,153,32021.0,51.1,51.2,51.0,121.0,2636.0,574.0,831.0,377.0,522.0,90.0,33.0
"Pike County, Missouri",29,163,45112.0,39.2,37.6,42.9,110.0,4581.0,1264.0,1432.0,591.0,1471.0,58.0,12.0
"St. Charles County, Missouri",29,183,78380.0,38.0,36.8,39.3,1173.0,57290.0,8239.0,39274.0,24399.0,62970.0,2816.0,2391.0
"Mercer County, Missouri",29,129,43314.0,43.6,42.9,44.5,39.0,1079.0,98.0,259.0,173.0,267.0,9.0,17.0
"Madison County, Missouri",29,123,37484.0,41.7,40.5,42.3,163.0,2667.0,414.0,1293.0,668.0,787.0,17.0,37.0
"Wright County, Missouri",29,229,31290.0,42.0,40.9,43.9,209.0,4399.0,1028.0,1379.0,736.0,866.0,103.0,124.0
"Clay County, Missouri",29,047,65675.0,36.8,35.8,37.8,1249.0,40145.0,6025.0,24276.0,13462.0,34344.0,2514.0,1254.0
"Vernon County, Missouri",29,217,41479.0,40.7,38.9,42.4,63.0,4988.0,807.0,1955.0,1132.0,1428.0,162.0,80.0
"Dent County, Missouri",29,065,38829.0,44.1,41.9,45.5,152.0,3790.0,707.0,1338.0,738.0,915.0,61.0,39.0
"Saline County, Missouri",29,195,41567.0,37.9,37.1,39.6,305.0,5214.0,824.0,2029.0,765.0,1744.0,157.0,113.0
"Nodaway County, Missouri",29,147,41370.0,29.0,29.2,28.8,96.0,4348.0,698.0,1732.0,678.0,1916.0,244.0,319.0
"Worth County, Missouri",29,227,48214.0,47.5,46.4,48.3,20.0,575.0,69.0,237.0,84.0,185.0,19.0,8.0
"Chariton County, Missouri",29,041,43186.0,45.7,43.1,47.7,47.0,2388.0,245.0,424.0,364.0,554.0,22.0,30.0
"Grundy County, Missouri",29,079,41092.0,40.9,37.2,43.8,32.0,2293.0,457.0,695.0,634.0,749.0,91.0,31.0
"Morgan County, Missouri",29,141,34776.0,46.4,45.9,46.9,119.0,4705.0,955.0,2060.0,885.0,1178.0,116.0,48.0
"Wayne County, Missouri",29,223,35135.0,46.9,46.6,47.1,138.0,2897.0,587.0,1453.0,540.0,832.0,22.0,57.0
"Bollinger County, Missouri",29,017,40791.0,43.9,43.1,44.3,70.0,3515.0,507.0,1104.0,469.0,575.0,13.0,39.0
"Cape Girardeau County, Missouri",29,031,49554.0,36.3,35.2,37.6,374.0,13669.0,2241.0,7411.0,3070.0,9378.0,824.0,773.0
"Shelby County, Missouri",29,205,42593.0,41.9,40.0,44.2,12.0,1761.0,113.0,651.0,255.0,475.0,42.0,30.0
"Webster County, Missouri",29,225,45185.0,37.4,36.8,38.1,213.0,8236.0,1495.0,3520.0,1877.0,2439.0,231.0,79.0
"Atchison County, Missouri",29,005,45259.0,47.8,46.3,49.1,18.0,1377.0,173.0,462.0,308.0,683.0,46.0,11.0
"Bates County, Missouri",29,013,45605.0,41.6,41.2,42.5,60.0,4615.0,509.0,1462.0,667.0,1086.0,56.0,55.0
"Benton County, Missouri",29,015,35097.0,53.2,52.9,53.4,132.0,5117.0,1146.0,2062.0,1049.0,1005.0,110.0,73.0
"Custer County, Montana",30,017,53050.0,41.0,38.9,43.5,62.0,1967.0,385.0,1613.0,1123.0,1351.0,58.0,77.0
"Hill County, Montana",30,041,45269.0,34.4,33.1,35.3,81.0,2508.0,593.0,1756.0,1242.0,1858.0,78.0,122.0
"Chouteau County, Montana",30,015,39577.0,40.9,41.1,40.8,4.0,1123.0,144.0,714.0,365.0,763.0,12.0,13.0
"Treasure County, Montana",30,103,42454.0,49.2,50.2,48.6,8.0,181.0,24.0,102.0,42.0,102.0,3.0,3.0
"Phillips County, Montana",30,071,42101.0,46.4,42.8,49.4,15.0,877.0,119.0,524.0,258.0,394.0,14.0,5.0
"Powder River County, Montana",30,075,51136.0,51.4,53.0,51.1,4.0,362.0,12.0,297.0,108.0,260.0,10.0,13.0
"Lincoln County, Montana",30,053,36934.0,52.1,51.9,52.3,138.0,4185.0,935.0,2356.0,1411.0,2213.0,160.0,26.0
"Park County, Montana",30,067,44920.0,46.4,46.3,46.4,14.0,3156.0,660.0,2205.0,695.0,2771.0,225.0,136.0
"Roosevelt County, Montana",30,085,39219.0,30.2,29.5,30.5,37.0,1841.0,411.0,1218.0,575.0,718.0,23.0,20.0
"Blaine County, Montana",30,005,35506.0,34.0,33.4,35.4,21.0,965.0,194.0,881.0,471.0,666.0,13.0,15.0
"Liberty County, Montana",30,051,46641.0,48.4,45.3,50.7,28.0,370.0,30.0,316.0,172.0,208.0,15.0,20.0
"Sweet Grass County, Montana",30,097,49761.0,50.1,48.8,50.9,6.0,922.0,53.0,439.0,277.0,528.0,30.0,0.0
"Richland County, Montana",30,083,66572.0,38.0,38.2,37.7,6.0,2467.0,404.0,1232.0,858.0,1085.0,59.0,29.0
"Teton County, Montana",30,099,51060.0,44.5,45.0,44.3,32.0,1157.0,199.0,893.0,357.0,689.0,56.0,17.0
"Prairie County, Montana",30,079,50850.0,51.0,52.5,50.2,0.0,375.0,39.0,109.0,142.0,164.0,6.0,9.0
"Toole County, Montana",30,101,46735.0,41.9,40.4,45.8,38.0,1010.0,303.0,647.0,275.0,396.0,61.0,1.0
"Glacier County, Montana",30,035,29201.0,31.0,28.8,32.9,56.0,2762.0,454.0,1241.0,731.0,1078.0,82.0,20.0
"Fallon County, Montana",30,025,56806.0,38.1,37.8,38.5,0.0,588.0,129.0,381.0,321.0,212.0,4.0,54.0
"Daniels County, Montana",30,019,53591.0,45.5,45.0,49.2,5.0,433.0,68.0,255.0,105.0,244.0,6.0,4.0
"Stillwater County, Montana",30,095,61998.0,46.5,46.7,46.3,30.0,2253.0,262.0,1183.0,595.0,1204.0,58.0,38.0
"Golden Valley County, Montana",30,037,43854.0,54.0,55.1,52.8,0.0,242.0,19.0,78.0,39.0,97.0,0.0,2.0
"Judith Basin County, Montana",30,045,43281.0,51.7,51.2,52.3,0.0,521.0,39.0,265.0,146.0,363.0,4.0,5.0
"Silver Bow County, Montana",30,093,40480.0,39.9,38.5,41.4,114.0,6423.0,1332.0,4085.0,1962.0,4123.0,383.0,206.0
"Deer Lodge County, Montana",30,023,41235.0,47.4,46.7,49.0,40.0,2097.0,437.0,1306.0,714.0,768.0,66.0,11.0
"Jefferson County, Montana",30,043,64911.0,47.9,48.1,47.8,26.0,1904.0,478.0,1407.0,803.0,1963.0,145.0,120.0
"Granite County, Montana",30,039,49063.0,53.1,54.1,52.5,38.0,654.0,133.0,420.0,192.0,373.0,35.0,14.0
"McCone County, Montana",30,055,46193.0,49.1,46.8,50.8,16.0,473.0,46.0,257.0,104.0,196.0,5.0,2.0
"Wheatland County, Montana",30,107,37222.0,39.4,39.8,38.1,1.0,384.0,69.0,230.0,26.0,198.0,2.0,0.0
"Madison County, Montana",30,057,47900.0,53.0,53.0,53.0,18.0,1762.0,152.0,1188.0,567.0,1276.0,71.0,109.0
"Rosebud County, Montana",30,087,54709.0,36.5,35.4,36.9,28.0,1682.0,238.0,1140.0,685.0,859.0,12.0,23.0
"Sheridan County, Montana",30,091,51940.0,46.9,46.0,47.4,19.0,776.0,60.0,483.0,271.0,415.0,8.0,0.0
"Carter County, Montana",30,011,45347.0,51.6,52.4,50.6,4.0,330.0,31.0,193.0,101.0,136.0,2.0,6.0
"Dawson County, Montana",30,021,59622.0,41.9,39.5,43.6,14.0,1982.0,342.0,1105.0,845.0,941.0,101.0,3.0
"Big Horn County, Montana",30,003,47276.0,29.9,29.1,32.1,22.0,2354.0,310.0,1382.0,913.0,888.0,37.0,84.0
"Broadwater County, Montana",30,007,55295.0,46.3,46.0,46.6,20.0,1366.0,198.0,683.0,268.0,866.0,18.0,26.0
"Lake County, Montana",30,047,42582.0,41.8,40.0,43.4,115.0,4794.0,1088.0,3957.0,1829.0,3318.0,367.0,211.0
"Lewis and Clark County, Montana",30,049,60789.0,41.1,40.0,42.7,139.0,9548.0,1965.0,7932.0,3856.0,11201.0,1036.0,544.0
"Pondera County, Montana",30,073,44597.0,40.5,39.9,41.0,1.0,1261.0,155.0,770.0,394.0,680.0,48.0,31.0
"Yellowstone County, Montana",30,111,57955.0,38.3,37.1,39.4,628.0,27343.0,5017.0,17980.0,8925.0,22324.0,1984.0,980.0
"Missoula County, Montana",30,063,49412.0,35.4,35.0,36.0,327.0,13401.0,2726.0,13152.0,5698.0,19658.0,2489.0,1979.0
"Ravalli County, Montana",30,081,44733.0,48.5,47.6,49.5,219.0,8066.0,1527.0,4984.0,2757.0,5102.0,295.0,406.0
"Valley County, Montana",30,105,55267.0,44.4,43.1,44.8,19.0,1838.0,225.0,873.0,565.0,833.0,37.0,24.0
"Cascade County, Montana",30,013,46827.0,38.4,36.5,40.0,332.0,14652.0,2583.0,9218.0,5273.0,10120.0,886.0,259.0
"Fergus County, Montana",30,027,47110.0,45.7,44.8,47.4,1.0,2257.0,470.0,1337.0,715.0,1832.0,69.0,67.0
"Garfield County, Montana",30,033,47188.0,43.8,42.9,43.9,0.0,284.0,27.0,152.0,72.0,106.0,2.0,0.0
"Mineral County, Montana",30,061,40117.0,52.1,52.6,51.4,49.0,996.0,196.0,475.0,339.0,295.0,24.0,37.0
"Petroleum County, Montana",30,069,46429.0,51.7,51.9,51.6,0.0,164.0,12.0,34.0,36.0,68.0,4.0,4.0
"Powell County, Montana",30,077,44352.0,45.6,42.9,49.9,10.0,1323.0,706.0,1027.0,372.0,582.0,34.0,41.0
"Sanders County, Montana",30,089,36445.0,52.7,53.1,52.5,59.0,3206.0,463.0,1401.0,670.0,1137.0,77.0,38.0
"Wibaux County, Montana",30,109,47132.0,49.4,52.5,47.8,0.0,225.0,23.0,143.0,73.0,159.0,3.0,2.0
"Gallatin County, Montana",30,031,59397.0,33.4,32.7,34.1,125.0,10440.0,1616.0,11350.0,4045.0,20309.0,1557.0,1992.0
"Meagher County, Montana",30,059,41343.0,43.9,46.2,41.4,0.0,515.0,70.0,246.0,121.0,212.0,16.0,0.0
"Carbon County, Montana",30,009,56988.0,50.0,50.0,49.9,48.0,1907.0,322.0,1591.0,650.0,1680.0,139.0,103.0
"Beaverhead County, Montana",30,001,43880.0,43.0,43.1,42.9,23.0,1712.0,304.0,1205.0,377.0,1420.0,175.0,103.0
"Flathead County, Montana",30,029,51410.0,42.3,41.7,43.0,174.0,17121.0,2555.0,11920.0,6995.0,13384.0,1465.0,879.0
"Musselshell County, Montana",30,065,38156.0,49.1,49.0,49.4,50.0,1142.0,324.0,658.0,197.0,303.0,61.0,7.0
"Garden County, Nebraska",31,069,48125.0,51.7,51.7,51.7,0.0,385.0,65.0,294.0,185.0,263.0,34.0,3.0
"Hooker County, Nebraska",31,091,41607.0,58.0,60.7,57.1,2.0,163.0,11.0,80.0,71.0,88.0,0.0,0.0
"Morrill County, Nebraska",31,123,44201.0,42.9,42.4,43.5,19.0,992.0,113.0,588.0,401.0,476.0,21.0,3.0
"Nemaha County, Nebraska",31,127,55536.0,38.0,36.9,39.9,17.0,1423.0,105.0,641.0,517.0,897.0,25.0,43.0
"Seward County, Nebraska",31,159,63095.0,38.3,36.2,39.6,84.0,2668.0,328.0,1465.0,1792.0,2031.0,194.0,183.0
"Thomas County, Nebraska",31,171,53173.0,42.1,37.3,47.3,0.0,114.0,6.0,97.0,61.0,112.0,6.0,0.0
"Dakota County, Nebraska",31,043,52401.0,33.8,33.0,34.6,235.0,3902.0,503.0,1656.0,874.0,1048.0,52.0,41.0
"Webster County, Nebraska",31,181,43831.0,46.1,44.6,48.4,16.0,800.0,107.0,323.0,301.0,355.0,15.0,6.0
"Antelope County, Nebraska",31,003,46949.0,45.9,43.7,48.0,22.0,1321.0,142.0,695.0,636.0,614.0,18.0,17.0
"Chase County, Nebraska",31,029,54568.0,44.4,43.6,45.4,0.0,613.0,73.0,618.0,340.0,405.0,4.0,24.0
"Butler County, Nebraska",31,023,52448.0,43.5,42.1,46.1,49.0,1895.0,263.0,738.0,686.0,793.0,30.0,17.0
"Clay County, Nebraska",31,035,54167.0,43.5,43.3,43.9,10.0,1308.0,166.0,697.0,596.0,559.0,31.0,28.0
"Arthur County, Nebraska",31,005,41250.0,43.3,43.5,41.3,0.0,73.0,6.0,34.0,33.0,60.0,3.0,1.0
"Custer County, Nebraska",31,041,48836.0,43.5,41.9,45.2,51.0,2257.0,179.0,1365.0,806.0,1100.0,76.0,111.0
"Franklin County, Nebraska",31,061,49453.0,50.7,50.3,51.3,12.0,672.0,94.0,358.0,239.0,338.0,36.0,7.0
"Gage County, Nebraska",31,067,52223.0,44.2,42.1,45.8,367.0,4473.0,742.0,2260.0,1898.0,2244.0,198.0,106.0
"Hamilton County, Nebraska",31,081,61944.0,42.3,40.5,44.1,28.0,1793.0,175.0,947.0,669.0,1120.0,66.0,13.0
"Loup County, Nebraska",31,115,58625.0,52.8,53.3,51.6,0.0,158.0,2.0,65.0,32.0,68.0,4.0,0.0
"Jefferson County, Nebraska",31,095,46576.0,45.7,45.2,46.6,81.0,1879.0,276.0,747.0,601.0,571.0,28.0,19.0
"Kearney County, Nebraska",31,099,53207.0,40.6,38.3,43.6,29.0,1293.0,253.0,716.0,533.0,760.0,41.0,12.0
"Keith County, Nebraska",31,101,45078.0,49.7,49.1,50.2,64.0,1814.0,220.0,966.0,711.0,950.0,70.0,97.0
"Madison County, Nebraska",31,119,49865.0,36.9,35.7,38.2,270.0,6143.0,773.0,3392.0,3519.0,3250.0,339.0,111.0
"Perkins County, Nebraska",31,135,58125.0,43.3,41.3,45.9,0.0,485.0,101.0,501.0,159.0,340.0,44.0,9.0
"Phelps County, Nebraska",31,137,56408.0,42.1,38.6,45.3,35.0,1771.0,236.0,984.0,739.0,1185.0,55.0,85.0
"Saunders County, Nebraska",31,155,65015.0,41.0,40.3,42.3,27.0,3936.0,383.0,2018.0,1689.0,2583.0,105.0,127.0
"Scotts Bluff County, Nebraska",31,157,47975.0,39.5,37.6,40.7,254.0,5909.0,1050.0,4197.0,2650.0,3663.0,265.0,222.0
"Wayne County, Nebraska",31,179,58093.0,31.7,29.9,33.7,27.0,1206.0,190.0,985.0,757.0,1249.0,86.0,69.0
"Keya Paha County, Nebraska",31,103,48864.0,50.2,46.3,51.6,0.0,181.0,10.0,87.0,69.0,71.0,13.0,4.0
"Kimball County, Nebraska",31,105,43017.0,46.0,45.7,46.6,18.0,767.0,172.0,434.0,277.0,316.0,15.0,5.0
"Knox County, Nebraska",31,107,48072.0,47.2,45.1,49.0,37.0,1854.0,177.0,892.0,767.0,886.0,67.0,25.0
"Lincoln County, Nebraska",31,111,55875.0,40.4,39.8,41.1,148.0,6149.0,904.0,4511.0,3260.0,3630.0,196.0,214.0
"Merrick County, Nebraska",31,121,53536.0,43.5,43.3,43.8,40.0,1698.0,188.0,1049.0,596.0,775.0,33.0,22.0
"Pierce County, Nebraska",31,139,55417.0,41.7,40.8,43.4,37.0,1648.0,106.0,581.0,862.0,800.0,31.0,23.0
"Sioux County, Nebraska",31,165,45375.0,51.6,52.2,49.7,15.0,280.0,14.0,135.0,95.0,204.0,3.0,0.0
"Burt County, Nebraska",31,021,50174.0,46.6,45.5,47.9,37.0,1460.0,273.0,645.0,569.0,660.0,47.0,9.0
"Cass County, Nebraska",31,025,68284.0,41.9,41.0,42.8,72.0,4677.0,746.0,2939.0,2218.0,3177.0,166.0,137.0
"Cuming County, Nebraska",31,039,50734.0,44.0,43.8,44.1,85.0,1964.0,202.0,746.0,740.0,958.0,80.0,26.0
"Dixon County, Nebraska",31,051,57036.0,42.2,42.0,42.3,43.0,1317.0,146.0,553.0,388.0,503.0,12.0,20.0
"Dundy County, Nebraska",31,057,44653.0,43.6,41.3,44.9,1.0,312.0,35.0,282.0,161.0,209.0,12.0,0.0
"Grant County, Nebraska",31,075,45833.0,48.6,41.7,50.2,0.0,162.0,20.0,95.0,55.0,89.0,1.0,0.0
"Greeley County, Nebraska",31,077,47218.0,45.9,45.3,46.9,7.0,587.0,29.0,293.0,215.0,205.0,11.0,11.0
"Hall County, Nebraska",31,079,53807.0,35.8,34.4,37.2,732.0,10686.0,1517.0,5999.0,3502.0,5391.0,477.0,215.0
"Hayes County, Nebraska",31,085,44946.0,42.7,42.7,42.6,2.0,149.0,22.0,145.0,103.0,101.0,2.0,0.0
"Otoe County, Nebraska",31,131,54605.0,41.7,39.2,44.1,64.0,3647.0,489.0,1491.0,1200.0,1691.0,83.0,56.0
"Red Willow County, Nebraska",31,145,42882.0,40.8,37.7,44.0,8.0,2183.0,309.0,1376.0,934.0,928.0,148.0,53.0
"Cedar County, Nebraska",31,027,57208.0,44.1,41.8,46.1,17.0,2055.0,114.0,833.0,900.0,769.0,33.0,23.0
"Dawes County, Nebraska",31,045,46146.0,34.0,34.3,33.8,7.0,1234.0,192.0,770.0,424.0,1152.0,153.0,213.0
"Johnson County, Nebraska",31,097,49564.0,41.1,38.1,47.8,34.0,1126.0,431.0,462.0,384.0,451.0,21.0,27.0
"Cheyenne County, Nebraska",31,033,58770.0,40.7,40.8,40.5,13.0,1632.0,260.0,1458.0,776.0,1422.0,114.0,31.0
"Dawson County, Nebraska",31,047,51238.0,35.8,35.3,36.4,555.0,4192.0,787.0,2053.0,1372.0,1687.0,150.0,63.0
"Garfield County, Nebraska",31,071,46509.0,51.4,53.3,50.6,4.0,449.0,36.0,296.0,167.0,197.0,13.0,6.0
"McPherson County, Nebraska",31,117,60714.0,48.5,46.4,49.5,0.0,71.0,0.0,77.0,44.0,63.0,0.0,2.0
"Nance County, Nebraska",31,125,45428.0,45.4,44.1,48.2,12.0,847.0,78.0,413.0,252.0,256.0,38.0,17.0
"Pawnee County, Nebraska",31,133,42176.0,50.1,48.5,51.6,0.0,789.0,69.0,292.0,208.0,235.0,18.0,6.0
"Stanton County, Nebraska",31,167,57534.0,41.0,39.1,41.6,0.0,1244.0,119.0,565.0,728.0,552.0,4.0,13.0
"Valley County, Nebraska",31,175,50270.0,46.0,44.4,46.6,8.0,1094.0,91.0,536.0,263.0,473.0,25.0,15.0
"Wheeler County, Nebraska",31,183,49706.0,50.2,48.3,54.1,0.0,258.0,8.0,118.0,77.0,87.0,7.0,0.0
"Harlan County, Nebraska",31,083,46750.0,49.5,50.5,49.0,16.0,705.0,113.0,374.0,408.0,377.0,27.0,0.0
"York County, Nebraska",31,185,59966.0,40.9,37.8,42.8,6.0,2517.0,243.0,1456.0,1119.0,1843.0,148.0,129.0
"Blaine County, Nebraska",31,009,52000.0,46.8,47.3,46.5,0.0,116.0,17.0,60.0,48.0,51.0,15.0,3.0
"Buffalo County, Nebraska",31,019,55053.0,32.9,32.2,34.0,173.0,6771.0,795.0,5302.0,2970.0,6777.0,471.0,576.0
"Colfax County, Nebraska",31,037,54876.0,33.7,33.6,33.8,350.0,1848.0,196.0,728.0,591.0,604.0,93.0,15.0
"Deuel County, Nebraska",31,049,53438.0,46.1,42.8,46.5,5.0,387.0,63.0,294.0,118.0,166.0,10.0,4.0
"Hitchcock County, Nebraska",31,087,41582.0,47.1,45.1,48.4,7.0,691.0,91.0,303.0,280.0,216.0,3.0,9.0
"Logan County, Nebraska",31,113,50278.0,38.9,37.3,45.2,4.0,158.0,8.0,106.0,99.0,119.0,6.0,0.0
"Platte County, Nebraska",31,141,58679.0,38.3,36.8,39.2,172.0,6040.0,757.0,2741.0,2757.0,3184.0,277.0,165.0
"Polk County, Nebraska",31,143,63667.0,45.5,45.5,45.4,0.0,1082.0,101.0,608.0,487.0,566.0,26.0,8.0
"Thayer County, Nebraska",31,169,48151.0,48.2,46.6,49.9,14.0,1232.0,122.0,509.0,501.0,565.0,16.0,35.0
"Box Butte County, Nebraska",31,013,56328.0,40.5,40.1,41.4,100.0,2274.0,327.0,1312.0,754.0,963.0,25.0,0.0
"Brown County, Nebraska",31,017,42773.0,48.9,47.8,49.5,2.0,861.0,74.0,392.0,204.0,287.0,26.0,37.0
"Adams County, Nebraska",31,001,51721.0,37.9,35.6,39.5,199.0,5356.0,692.0,3252.0,2397.0,2989.0,286.0,209.0
"Sheridan County, Nebraska",31,161,41209.0,46.1,45.3,47.6,35.0,1074.0,128.0,640.0,345.0,694.0,55.0,11.0
"Lancaster County, Nebraska",31,109,55747.0,33.2,32.4,34.1,1863.0,35263.0,6865.0,28358.0,21485.0,45943.0,4168.0,4660.0
"Boone County, Nebraska",31,011,53854.0,45.0,44.2,46.6,4.0,1275.0,53.0,615.0,511.0,533.0,15.0,29.0
