Name,State FIPS,County FIPS,Household Income,Median Age,Median Male Age,Median Female Age,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Other,No Education,High School,GED,Some College,Associates Degree,Bachelors Degree,Professional Degree,Doctoral Degree
"Marshall County, Alabama",01,095,41104.0,38.8,37.2,40.2,87765.0,2091.0,654.0,534.0,48.0,1891.0,1664.0,15359.0,4423.0,9772.0,5276.0,7353.0,512.0,311.0
"Blount County, Alabama",01,009,47412.0,40.9,39.8,42.4,55045.0,915.0,212.0,84.0,0.0,425.0,699.0,10553.0,2187.0,5469.0,4952.0,3416.0,216.0,162.0
"Henry County, Alabama",01,067,45569.0,43.5,41.6,45.5,12144.0,4762.0,5.0,0.0,0.0,48.0,239.0,3398.0,707.0,1843.0,925.0,1087.0,117.0,35.0
"Madison County, Alabama",01,089,61318.0,38.2,36.8,39.6,242114.0,85332.0,2172.0,9034.0,341.0,3733.0,2039.0,39974.0,10551.0,36640.0,20143.0,60410.0,3758.0,4228.0
"Autauga County, Alabama",01,001,55317.0,37.8,36.8,39.0,42159.0,10510.0,169.0,516.0,43.0,719.0,324.0,10226.0,2137.0,5321.0,2804.0,5316.0,426.0,376.0
"Tallapoosa County, Alabama",01,123,42181.0,43.3,42.3,44.8,28455.0,11216.0,176.0,160.0,0.0,430.0,364.0,7952.0,1776.0,3976.0,2429.0,3474.0,321.0,150.0
"Geneva County, Alabama",01,061,39293.0,42.7,41.7,43.9,23014.0,2440.0,179.0,106.0,0.0,274.0,217.0,5231.0,1424.0,2817.0,1760.0,1407.0,66.0,0.0
"Wilcox County, Alabama",01,131,27012.0,40.5,39.5,41.8,2937.0,7874.0,6.0,0.0,0.0,52.0,218.0,2878.0,252.0,976.0,383.0,578.0,59.0,27.0
"Kodiak Island Borough, Alaska",02,150,74167.0,33.1,32.8,33.4,7402.0,27.0,1825.0,3048.0,157.0,328.0,60.0,2092.0,504.0,1753.0,737.0,1374.0,88.0,19.0
"Denali Borough, Alaska",02,068,83295.0,38.4,42.9,35.8,1912.0,4.0,50.0,109.0,0.0,5.0,0.0,387.0,67.0,277.0,73.0,483.0,16.0,15.0
"Valdez-Cordova Census Area, Alaska",02,261,86019.0,40.0,40.1,38.7,6908.0,13.0,1342.0,267.0,58.0,55.0,21.0,1613.0,176.0,1197.0,558.0,1475.0,61.0,27.0
"Kenai Peninsula Borough, Alaska",02,122,65279.0,40.6,40.1,41.2,48462.0,311.0,4229.0,863.0,191.0,430.0,235.0,9877.0,2575.0,8333.0,3653.0,6139.0,459.0,200.0
"Aleutians West Census Area, Alaska",02,016,85192.0,37.7,39.1,34.8,1723.0,295.0,680.0,2213.0,150.0,298.0,7.0,1486.0,136.0,983.0,273.0,517.0,9.0,18.0
"Bristol Bay Borough, Alaska",02,060,79500.0,41.8,44.0,40.3,477.0,4.0,317.0,13.0,3.0,21.0,1.0,208.0,19.0,164.0,47.0,99.0,0.0,0.0
"Northwest Arctic Borough, Alaska",02,188,61533.0,26.6,27.3,25.9,901.0,58.0,6311.0,68.0,1.0,80.0,22.0,1552.0,350.0,546.0,197.0,292.0,21.0,9.0
"Bethel Census Area, Alaska",02,050,53853.0,26.9,27.4,26.4,1968.0,120.0,14847.0,165.0,4.0,93.0,60.0,3611.0,670.0,1196.0,403.0,748.0,90.0,25.0
"North Slope Borough, Alaska",02,185,77266.0,34.6,37.4,31.1,3113.0,64.0,5084.0,565.0,185.0,140.0,7.0,2289.0,305.0,1409.0,443.0,707.0,6.0,20.0
"Sitka City and Borough, Alaska",02,220,70765.0,38.9,37.5,40.4,5712.0,85.0,1262.0,608.0,37.0,53.0,34.0,1252.0,383.0,968.0,621.0,1210.0,167.0,126.0
"Fairbanks North Star Borough, Alaska",02,090,76250.0,31.0,29.9,32.1,76189.0,4251.0,6847.0,3132.0,535.0,1015.0,263.0,10172.0,3248.0,13390.0,5994.0,12885.0,1073.0,1146.0
"Ketchikan Gateway Borough, Alaska",02,130,67321.0,39.5,39.0,40.0,9234.0,75.0,1942.0,1103.0,5.0,92.0,71.0,2270.0,618.0,1805.0,725.0,1534.0,167.0,71.0
"Matanuska-Susitna Borough, Alaska",02,170,74887.0,34.9,34.7,35.3,84138.0,1138.0,5193.0,1313.0,196.0,581.0,358.0,16670.0,4076.0,13892.0,6085.0,8812.0,714.0,368.0
"Yakutat City and Borough, Alaska",02,282,64583.0,39.4,43.3,32.5,314.0,6.0,198.0,37.0,9.0,7.0,0.0,179.0,16.0,108.0,15.0,81.0,3.0,2.0
"Nome Census Area, Alaska",02,180,53821.0,27.9,28.7,27.2,1616.0,75.0,7257.0,141.0,29.0,11.0,0.0,2005.0,365.0,849.0,194.0,534.0,48.0,20.0
"Dillingham Census Area, Alaska",02,070,58708.0,30.1,31.6,28.5,868.0,22.0,3627.0,75.0,0.0,37.0,25.0,983.0,129.0,463.0,138.0,285.0,71.0,23.0
"Haines Borough, Alaska",02,100,70640.0,45.0,44.7,46.1,2033.0,1.0,194.0,100.0,5.0,37.0,1.0,464.0,67.0,436.0,111.0,403.0,89.0,5.0
"Juneau City and Borough, Alaska",02,110,90749.0,38.0,37.9,38.2,22360.0,343.0,3611.0,2381.0,311.0,423.0,65.0,3397.0,1186.0,4655.0,1598.0,5832.0,589.0,332.0
"Lake and Peninsula Borough, Alaska",02,164,45208.0,32.3,35.3,28.7,292.0,9.0,879.0,28.0,3.0,2.0,9.0,310.0,46.0,145.0,24.0,66.0,27.0,0.0
"Southeast Fairbanks Census Area, Alaska",02,240,63866.0,36.6,38.1,34.4,5380.0,119.0,794.0,132.0,3.0,55.0,20.0,1246.0,236.0,1004.0,387.0,449.0,39.0,15.0
"Yukon-Koyukuk Census Area, Alaska",02,290,37819.0,34.7,35.3,34.0,1231.0,5.0,3869.0,40.0,0.0,6.0,14.0,1191.0,246.0,653.0,158.0,255.0,2.0,6.0
"Anchorage Municipality, Alaska",02,020,82271.0,33.1,32.3,33.9,189826.0,16335.0,21682.0,27815.0,7069.0,6483.0,2138.0,36897.0,8788.0,36972.0,16763.0,42216.0,5077.0,2337.0
"Aleutians East Borough, Alaska",02,013,66607.0,42.7,42.4,44.3,574.0,175.0,1273.0,874.0,46.0,189.0,4.0,972.0,91.0,578.0,184.0,196.0,0.0,19.0
"Prince of Wales-Hyder Census Area, Alaska",02,198,52114.0,41.0,41.9,40.2,3044.0,10.0,2632.0,74.0,40.0,15.0,3.0,1395.0,288.0,1038.0,260.0,478.0,31.0,30.0
"Wrangell City and Borough, Alaska",02,275,56094.0,49.1,49.7,48.5,1632.0,4.0,548.0,77.0,0.0,1.0,2.0,612.0,68.0,319.0,151.0,239.0,8.0,9.0
"Hoonah-Angoon Census Area, Alaska",02,105,57900.0,48.9,49.0,48.7,982.0,62.0,839.0,58.0,2.0,24.0,0.0,544.0,72.0,324.0,100.0,248.0,16.0,9.0
"Skagway Municipality, Alaska",02,230,70673.0,42.9,43.7,41.7,859.0,9.0,69.0,42.0,0.0,7.0,3.0,144.0,50.0,200.0,65.0,203.0,0.0,9.0
"Petersburg Borough, Alaska",02,195,63490.0,41.7,39.8,43.0,2495.0,19.0,235.0,222.0,36.0,15.0,0.0,576.0,76.0,423.0,167.0,429.0,7.0,3.0
"Kusilvak Census Area, Alaska",02,158,36468.0,24.0,24.6,23.3,326.0,63.0,7359.0,41.0,0.0,2.0,28.0,1768.0,280.0,509.0,86.0,119.0,0.0,2.0
"Pima County, Arizona",04,019,48676.0,38.2,36.6,39.9,774499.0,34872.0,34765.0,27969.0,1582.0,88351.0,8449.0,122630.0,27208.0,120296.0,58384.0,121598.0,15099.0,13699.0
"Maricopa County, Arizona",04,013,58580.0,36.0,34.9,37.2,3241643.0,222363.0,78683.0,163988.0,8881.0,295944.0,40538.0,525186.0,96708.0,467510.0,231276.0,546841.0,52841.0,32641.0
"Gila County, Arizona",04,007,41179.0,49.3,48.0,50.8,41211.0,300.0,8419.0,467.0,0.0,1219.0,212.0,8992.0,1616.0,7543.0,3414.0,4513.0,463.0,323.0
"Graham County, Arizona",04,009,48173.0,33.1,33.3,32.4,29782.0,750.0,4974.0,279.0,59.0,878.0,233.0,5393.0,1927.0,4995.0,2211.0,2120.0,172.0,65.0
"Santa Cruz County, Arizona",04,023,39630.0,36.6,34.0,39.0,39955.0,236.0,217.0,395.0,0.0,5065.0,753.0,6468.0,1157.0,4676.0,1529.0,4380.0,418.0,157.0
"Cochise County, Arizona",04,003,47847.0,40.5,39.0,42.4,106782.0,4786.0,1548.0,2298.0,507.0,4842.0,786.0,15666.0,4443.0,18534.0,9956.0,12916.0,897.0,575.0
"La Paz County, Arizona",04,012,36479.0,56.0,56.1,55.8,15428.0,177.0,2609.0,162.0,46.0,1424.0,233.0,4827.0,920.0,2816.0,863.0,1145.0,34.0,110.0
"Mohave County, Arizona",04,015,41567.0,50.4,49.5,51.4,185042.0,2208.0,4830.0,2528.0,272.0,5174.0,1667.0,45308.0,9418.0,29495.0,12118.0,12194.0,1544.0,634.0
"Apache County, Arizona",04,001,32360.0,34.2,33.5,35.0,16314.0,364.0,52488.0,248.0,61.0,505.0,1821.0,13076.0,1349.0,10384.0,3078.0,3340.0,112.0,221.0
"Coconino County, Arizona",04,005,53523.0,30.6,30.7,30.6,88147.0,1986.0,36850.0,2590.0,196.0,3915.0,1091.0,15036.0,2210.0,14246.0,7564.0,16933.0,1602.0,1917.0
"Yavapai County, Arizona",04,025,48259.0,52.2,50.9,53.6,203251.0,1169.0,3762.0,2122.0,67.0,5656.0,1177.0,36212.0,7282.0,34795.0,16265.0,24698.0,3061.0,2082.0
"Yuma County, Arizona",04,027,43253.0,34.1,32.5,36.2,149306.0,4267.0,2630.0,2662.0,131.0,40122.0,3356.0,27185.0,5953.0,21889.0,9148.0,11782.0,1035.0,407.0
"Greenlee County, Arizona",04,011,56298.0,33.4,32.3,35.5,8533.0,191.0,379.0,33.0,0.0,194.0,56.0,1613.0,548.0,1427.0,563.0,560.0,11.0,13.0
"Navajo County, Arizona",04,017,38798.0,35.9,34.9,37.4,51648.0,889.0,47642.0,663.0,121.0,3517.0,1540.0,17159.0,3324.0,15470.0,5238.0,6428.0,497.0,447.0
"Pinal County, Arizona",04,021,52628.0,38.5,37.4,39.7,326120.0,18273.0,20386.0,7013.0,1441.0,17777.0,3692.0,64895.0,17630.0,49133.0,25370.0,32987.0,1903.0,1933.0
"White County, Arkansas",05,145,44074.0,36.3,35.3,37.2,71712.0,3200.0,207.0,531.0,21.0,1022.0,501.0,16122.0,3340.0,6184.0,3699.0,6153.0,553.0,865.0
"Nevada County, Arkansas",05,099,36995.0,43.8,37.2,46.5,5437.0,2852.0,6.0,122.0,1.0,0.0,46.0,2303.0,316.0,786.0,384.0,676.0,43.0,33.0
"St. Francis County, Arkansas",05,123,33102.0,38.4,36.9,40.6,11016.0,14826.0,88.0,140.0,0.0,332.0,279.0,5375.0,1910.0,3044.0,1301.0,998.0,88.0,49.0
"Pulaski County, Arkansas",05,119,48850.0,36.7,35.1,38.2,224285.0,141791.0,837.0,8363.0,143.0,6277.0,2472.0,59648.0,10445.0,46976.0,17243.0,55304.0,7320.0,4890.0
"Clay County, Arkansas",05,021,32219.0,43.4,42.5,44.7,14621.0,104.0,75.0,0.0,0.0,202.0,224.0,3316.0,1096.0,1429.0,582.0,725.0,65.0,10.0
"Cross County, Arkansas",05,037,41081.0,40.7,38.0,42.5,12763.0,3914.0,7.0,11.0,0.0,59.0,269.0,4280.0,757.0,1231.0,605.0,905.0,99.0,29.0
"Dallas County, Arkansas",05,039,35794.0,43.7,41.9,45.7,4169.0,3060.0,32.0,124.0,18.0,67.0,68.0,2116.0,142.0,818.0,332.0,569.0,26.0,3.0
"Drew County, Arkansas",05,043,36092.0,36.5,33.7,39.5,12803.0,5358.0,18.0,31.0,0.0,231.0,208.0,3717.0,723.0,1808.0,690.0,1399.0,76.0,149.0
"Columbia County, Arkansas",05,027,37072.0,36.2,33.8,37.3,14556.0,8386.0,74.0,264.0,0.0,540.0,84.0,5479.0,530.0,1958.0,734.0,1997.0,102.0,151.0
"Randolph County, Arkansas",05,121,35930.0,42.2,41.1,44.0,16860.0,165.0,121.0,0.0,0.0,72.0,96.0,3545.0,870.0,1876.0,1033.0,1182.0,15.0,61.0
"Saline County, Arkansas",05,125,58985.0,39.0,38.4,39.9,104143.0,7456.0,403.0,1303.0,140.0,595.0,504.0,21663.0,4039.0,14078.0,6588.0,13140.0,1127.0,794.0
"Van Buren County, Arkansas",05,141,34428.0,47.6,46.5,48.8,16032.0,76.0,105.0,20.0,0.0,67.0,119.0,4437.0,1170.0,1826.0,671.0,946.0,173.0,54.0
"Boone County, Arkansas",05,009,40727.0,42.2,40.3,43.7,35843.0,143.0,395.0,189.0,32.0,15.0,246.0,6730.0,1671.0,5094.0,1942.0,2721.0,114.0,183.0
"Izard County, Arkansas",05,065,39135.0,48.0,47.0,50.4,12830.0,258.0,197.0,23.0,0.0,34.0,129.0,2920.0,922.0,1618.0,1037.0,874.0,23.0,31.0
"Independence County, Arkansas",05,063,39945.0,39.8,37.8,41.5,34197.0,756.0,100.0,257.0,6.0,967.0,409.0,7548.0,1883.0,3777.0,1863.0,2861.0,281.0,227.0
"Lincoln County, Arkansas",05,079,38873.0,38.6,36.9,43.9,9256.0,4356.0,57.0,0.0,0.0,170.0,134.0,4112.0,1246.0,1145.0,486.0,576.0,26.0,32.0
"Logan County, Arkansas",05,083,37982.0,42.2,41.4,42.8,20058.0,462.0,231.0,277.0,0.0,337.0,145.0,5514.0,1251.0,2310.0,907.0,1324.0,55.0,16.0
"Grant County, Arkansas",05,053,49968.0,39.9,39.6,40.7,17207.0,531.0,38.0,8.0,2.0,6.0,82.0,4227.0,1064.0,1782.0,957.0,1577.0,60.0,114.0
"Crittenden County, Arkansas",05,035,38558.0,35.0,33.1,35.9,22100.0,24164.0,141.0,325.0,62.0,191.0,433.0,9395.0,1714.0,5048.0,1975.0,3440.0,279.0,173.0
"Franklin County, Arkansas",05,047,39472.0,41.4,40.3,42.0,16820.0,176.0,360.0,86.0,25.0,57.0,162.0,3960.0,894.0,1674.0,825.0,1060.0,30.0,64.0
"Faulkner County, Arkansas",05,045,50316.0,32.3,31.7,32.9,100115.0,13843.0,443.0,1556.0,159.0,2419.0,621.0,18026.0,4463.0,12749.0,5664.0,13732.0,924.0,1190.0
"Pike County, Arkansas",05,109,36893.0,41.8,41.7,42.1,9749.0,304.0,49.0,88.0,0.0,480.0,92.0,2222.0,543.0,1210.0,551.0,609.0,51.0,45.0
"Jefferson County, Arkansas",05,069,37630.0,39.0,36.7,41.1,28952.0,40220.0,169.0,539.0,0.0,679.0,467.0,15100.0,3157.0,7539.0,2861.0,5136.0,405.0,380.0
"Marion County, Arkansas",05,089,36113.0,51.8,51.4,51.9,15767.0,28.0,199.0,71.0,0.0,54.0,58.0,3885.0,810.0,2122.0,935.0,1270.0,84.0,56.0
"Montgomery County, Arkansas",05,097,35252.0,50.0,49.0,50.7,8311.0,26.0,241.0,113.0,0.0,235.0,49.0,2106.0,390.0,967.0,517.0,511.0,31.0,30.0
"Scott County, Arkansas",05,127,37396.0,41.2,39.6,42.9,9499.0,22.0,140.0,375.0,0.0,250.0,175.0,2376.0,534.0,946.0,431.0,368.0,60.0,42.0
"Searcy County, Arkansas",05,129,36716.0,47.3,46.1,48.5,7489.0,15.0,83.0,106.0,0.0,45.0,43.0,2073.0,479.0,816.0,420.0,429.0,24.0,13.0
"Sebastian County, Arkansas",05,131,40932.0,37.3,36.0,39.1,98970.0,8604.0,1583.0,5487.0,24.0,7435.0,1315.0,21470.0,5355.0,13669.0,6847.0,11009.0,1041.0,696.0
"Crawford County, Arkansas",05,033,43504.0,38.7,38.2,39.3,55677.0,830.0,1233.0,1138.0,0.0,1243.0,578.0,13051.0,3296.0,6137.0,3487.0,4184.0,280.0,212.0
"Benton County, Arkansas",05,007,61271.0,35.2,34.4,35.9,221937.0,4144.0,3752.0,9303.0,1180.0,4604.0,2124.0,41100.0,7463.0,23752.0,9044.0,34624.0,2769.0,1238.0
"Chicot County, Arkansas",05,017,32412.0,43.3,41.0,45.8,4753.0,5963.0,44.0,55.0,0.0,121.0,87.0,2496.0,652.0,1393.0,325.0,727.0,55.0,37.0
"Hot Spring County, Arkansas",05,059,40626.0,41.7,39.6,43.4,28419.0,3666.0,102.0,93.0,0.0,404.0,219.0,7474.0,2362.0,3398.0,1863.0,2077.0,98.0,76.0
"Johnson County, Arkansas",05,071,35758.0,37.8,36.8,38.4,24040.0,472.0,61.0,428.0,27.0,478.0,195.0,5675.0,1748.0,1853.0,655.0,1714.0,52.0,113.0
"Lee County, Arkansas",05,077,27901.0,41.9,38.8,45.8,4032.0,5471.0,21.0,10.0,0.0,0.0,98.0,2107.0,602.0,819.0,327.0,395.0,15.0,2.0
"Madison County, Arkansas",05,087,42894.0,42.5,41.3,43.5,15046.0,91.0,171.0,66.0,73.0,65.0,124.0,4088.0,917.0,1264.0,559.0,793.0,80.0,101.0
"Desha County, Arkansas",05,041,27036.0,40.2,40.2,40.1,5875.0,5744.0,27.0,18.0,0.0,302.0,112.0,2821.0,455.0,924.0,392.0,722.0,30.0,15.0
"Fulton County, Arkansas",05,049,36051.0,48.1,46.6,49.1,11667.0,40.0,103.0,6.0,7.0,46.0,98.0,2997.0,481.0,1371.0,506.0,687.0,17.0,9.0
"Howard County, Arkansas",05,061,34851.0,38.5,38.2,39.1,8984.0,2809.0,33.0,24.0,0.0,1374.0,95.0,2753.0,373.0,1676.0,623.0,1023.0,51.0,0.0
"Garland County, Arkansas",05,051,41672.0,44.7,43.1,46.1,83955.0,8001.0,758.0,498.0,8.0,2383.0,510.0,17552.0,4246.0,14550.0,5578.0,9096.0,855.0,618.0
"Mississippi County, Arkansas",05,093,36417.0,36.1,34.4,37.4,26522.0,15294.0,18.0,238.0,18.0,762.0,409.0,8667.0,2269.0,4125.0,2054.0,2227.0,173.0,228.0
"Pope County, Arkansas",05,115,40668.0,34.9,34.2,35.9,57766.0,1864.0,263.0,644.0,0.0,1013.0,513.0,11000.0,2635.0,5947.0,2091.0,5826.0,525.0,358.0
"Prairie County, Arkansas",05,117,41244.0,45.7,45.1,47.5,7088.0,1112.0,36.0,1.0,0.0,18.0,56.0,2038.0,508.0,848.0,459.0,602.0,57.0,7.0
"Union County, Arkansas",05,139,41106.0,39.7,38.4,41.1,25808.0,13087.0,384.0,217.0,0.0,150.0,421.0,8420.0,1471.0,4046.0,1896.0,3928.0,315.0,120.0
"Woodruff County, Arkansas",05,147,30097.0,45.3,45.2,45.5,4713.0,1858.0,0.0,100.0,6.0,5.0,44.0,1738.0,302.0,525.0,263.0,436.0,8.0,0.0
"Cleburne County, Arkansas",05,023,42312.0,48.9,47.7,49.8,24614.0,150.0,181.0,205.0,0.0,49.0,208.0,6042.0,1330.0,2819.0,1226.0,1800.0,258.0,178.0
"Cleveland County, Arkansas",05,025,44840.0,42.6,41.3,44.0,7197.0,919.0,32.0,8.0,0.0,0.0,34.0,2221.0,363.0,786.0,356.0,641.0,65.0,12.0
"Jackson County, Arkansas",05,067,32783.0,40.5,40.2,41.5,13851.0,2966.0,31.0,8.0,0.0,83.0,189.0,3749.0,1628.0,1652.0,653.0,755.0,0.0,34.0
"Hempstead County, Arkansas",05,057,38701.0,38.9,39.2,38.7,13204.0,6563.0,56.0,19.0,80.0,1684.0,272.0,4980.0,656.0,2073.0,1106.0,1228.0,51.0,65.0
"Sharp County, Arkansas",05,135,31792.0,47.3,46.4,48.8,16218.0,97.0,86.0,72.0,0.0,50.0,146.0,4112.0,1077.0,1778.0,1048.0,762.0,85.0,40.0
"Stone County, Arkansas",05,137,33091.0,49.5,47.3,51.5,12006.0,10.0,79.0,11.0,0.0,31.0,300.0,2466.0,602.0,1415.0,757.0,698.0,193.0,0.0
"Washington County, Arkansas",05,143,47452.0,31.5,30.7,32.4,174108.0,7797.0,1892.0,5462.0,4483.0,22665.0,1760.0,29301.0,6489.0,20530.0,6703.0,25446.0,3649.0,2753.0
"Greene County, Arkansas",05,055,45566.0,37.7,36.8,38.7,42279.0,461.0,157.0,136.0,46.0,349.0,380.0,9413.0,3078.0,4400.0,1540.0,3204.0,175.0,152.0
"Baxter County, Arkansas",05,005,40072.0,51.8,50.4,52.9,39599.0,74.0,207.0,160.0,11.0,438.0,162.0,8931.0,2173.0,5200.0,2597.0,3914.0,307.0,162.0
"Ashley County, Arkansas",05,003,36407.0,41.8,39.1,43.5,14939.0,5309.0,49.0,0.0,0.0,290.0,242.0,5003.0,880.0,2485.0,704.0,1333.0,57.0,47.0
"Craighead County, Arkansas",05,031,45672.0,34.0,32.7,35.4,83290.0,13979.0,580.0,1193.0,154.0,1976.0,675.0,16734.0,5403.0,9884.0,4580.0,11235.0,1108.0,928.0
"Lafayette County, Arkansas",05,073,32500.0,45.8,43.9,47.1,4234.0,2672.0,20.0,27.0,0.0,38.0,77.0,1741.0,385.0,639.0,354.0,612.0,40.0,23.0
"Perry County, Arkansas",05,105,46168.0,43.7,42.5,44.4,9641.0,239.0,51.0,9.0,0.0,146.0,34.0,2350.0,552.0,1078.0,535.0,692.0,21.0,27.0
"Yell County, Arkansas",05,149,39696.0,39.7,38.3,41.8,17458.0,524.0,178.0,333.0,0.0,2962.0,311.0,5339.0,885.0,1741.0,397.0,1415.0,94.0,57.0
"Phillips County, Arkansas",05,107,26652.0,38.2,35.6,40.1,7073.0,12250.0,2.0,10.0,0.0,7.0,300.0,3127.0,759.0,2118.0,1126.0,863.0,106.0,76.0
"Poinsett County, Arkansas",05,111,37487.0,39.7,38.5,42.1,21378.0,1350.0,60.0,14.0,0.0,197.0,178.0,5597.0,1437.0,2360.0,826.0,1160.0,43.0,68.0
"Sevier County, Arkansas",05,133,43675.0,35.0,33.3,35.7,11079.0,833.0,314.0,64.0,42.0,4477.0,299.0,2920.0,785.0,1647.0,597.0,699.0,28.0,40.0
"Calhoun County, Arkansas",05,013,37225.0,45.2,42.3,47.1,3951.0,1156.0,7.0,11.0,10.0,10.0,7.0,1555.0,219.0,409.0,292.0,302.0,10.0,30.0
"Clark County, Arkansas",05,019,37144.0,33.8,31.7,36.0,16186.0,5368.0,74.0,157.0,0.0,369.0,153.0,3558.0,627.0,2154.0,1050.0,2165.0,145.0,251.0
"Bradley County, Arkansas",05,011,36310.0,40.6,39.5,41.3,6850.0,3220.0,183.0,0.0,0.0,710.0,113.0,2819.0,360.0,1126.0,426.0,736.0,29.0,18.0
"Lawrence County, Arkansas",05,075,37603.0,42.0,40.6,43.1,16262.0,157.0,88.0,14.0,2.0,25.0,182.0,3642.0,877.0,1595.0,770.0,1198.0,22.0,56.0
"Monroe County, Arkansas",05,095,31584.0,46.1,45.6,46.5,4142.0,3026.0,0.0,37.0,0.0,46.0,86.0,1947.0,273.0,836.0,218.0,379.0,17.0,0.0
"Polk County, Arkansas",05,113,33870.0,43.8,42.9,44.9,18535.0,102.0,258.0,98.0,0.0,574.0,190.0,4300.0,1299.0,2159.0,1252.0,1110.0,77.0,85.0
"Conway County, Arkansas",05,029,39638.0,41.2,39.0,43.5,17846.0,2344.0,71.0,21.0,0.0,38.0,188.0,5278.0,1064.0,1794.0,956.0,1500.0,89.0,109.0
"Ouachita County, Arkansas",05,103,32136.0,42.8,41.8,44.1,13949.0,9972.0,56.0,17.0,0.0,22.0,262.0,6278.0,807.0,2315.0,1186.0,1549.0,106.0,72.0
"Newton County, Arkansas",05,101,38134.0,48.8,48.4,49.2,7545.0,1.0,122.0,42.0,0.0,0.0,54.0,2024.0,337.0,912.0,300.0,582.0,27.0,36.0
"Arkansas County, Arkansas",05,001,38532.0,40.9,39.9,41.2,13255.0,4852.0,3.0,2.0,0.0,46.0,201.0,4208.0,752.0,2152.0,732.0,1241.0,30.0,75.0
"Little River County, Arkansas",05,081,36963.0,42.5,41.5,43.5,9223.0,2559.0,164.0,1.0,0.0,337.0,66.0,3006.0,612.0,1527.0,580.0,661.0,18.0,5.0
"Lonoke County, Arkansas",05,085,57290.0,35.8,34.6,36.8,63760.0,4315.0,366.0,504.0,78.0,913.0,438.0,12880.0,3181.0,7825.0,4526.0,6732.0,388.0,163.0
"Carroll County, Arkansas",05,015,39686.0,44.6,44.0,45.5,25751.0,372.0,202.0,287.0,177.0,387.0,149.0,5764.0,1256.0,3390.0,1189.0,2302.0,145.0,277.0
"Miller County, Arkansas",05,091,41862.0,38.5,36.4,40.9,30876.0,10790.0,502.0,198.0,27.0,381.0,234.0,8796.0,2123.0,5302.0,1437.0,3211.0,218.0,148.0
"Modoc County, California",06,049,39296.0,47.8,47.4,48.5,8244.0,65.0,368.0,105.0,8.0,31.0,27.0,1818.0,269.0,768.0,780.0,859.0,50.0,0.0
"Merced County, California",06,047,46338.0,30.8,30.0,31.5,153649.0,8621.0,1826.0,20224.0,456.0,70466.0,7208.0,33373.0,5929.0,24362.0,11279.0,14006.0,1337.0,1135.0
"Lake County, California",06,033,40446.0,45.8,44.2,47.5,49841.0,1493.0,2201.0,953.0,33.0,7951.0,616.0,11825.0,2217.0,8291.0,5594.0,4588.0,577.0,273.0
"Mariposa County, California",06,043,51385.0,51.1,50.9,51.6,15715.0,215.0,467.0,168.0,56.0,309.0,94.0,3407.0,445.0,2668.0,1159.0,2017.0,253.0,132.0
"Yuba County, California",06,115,51776.0,32.4,31.4,33.4,54601.0,2484.0,1033.0,4823.0,300.0,5269.0,846.0,9714.0,1729.0,10349.0,4920.0,5573.0,406.0,84.0
"Contra Costa County, California",06,013,88456.0,39.2,37.9,40.5,658569.0,96345.0,5410.0,180072.0,5542.0,102876.0,13662.0,121135.0,16084.0,122600.0,63297.0,198521.0,22425.0,14617.0
"Inyo County, California",06,027,51500.0,45.6,44.7,46.8,14685.0,174.0,2093.0,272.0,34.0,409.0,247.0,3675.0,339.0,2247.0,990.0,2103.0,160.0,166.0
"Lassen County, California",06,035,54083.0,36.2,34.0,43.8,25615.0,2748.0,968.0,463.0,219.0,865.0,126.0,5055.0,2210.0,3413.0,2124.0,1761.0,248.0,120.0
"Stanislaus County, California",06,099,54260.0,33.9,32.7,35.0,400661.0,15121.0,3789.0,29488.0,3670.0,59966.0,10852.0,82537.0,12280.0,57600.0,25667.0,38138.0,4612.0,1748.0
"Santa Barbara County, California",06,083,68023.0,33.7,32.5,34.9,330827.0,8307.0,3869.0,23927.0,732.0,55909.0,7108.0,41020.0,6492.0,43909.0,21029.0,54031.0,7370.0,6240.0
"Sonoma County, California",06,097,71769.0,41.4,39.9,43.2,377401.0,7848.0,5750.0,19605.0,1677.0,62101.0,6888.0,58588.0,9412.0,62210.0,33585.0,77016.0,9981.0,5073.0
"Tehama County, California",06,103,42512.0,41.1,39.6,43.1,54371.0,379.0,1505.0,907.0,27.0,3505.0,1049.0,11809.0,2157.0,8706.0,3333.0,4202.0,521.0,122.0
"Imperial County, California",06,025,44779.0,32.2,31.0,33.5,117188.0,4785.0,1979.0,2584.0,261.0,44841.0,4145.0,21224.0,4306.0,20465.0,6974.0,10692.0,742.0,187.0
"Mono County, California",06,051,60595.0,38.3,38.7,36.9,11987.0,74.0,374.0,280.0,0.0,940.0,9.0,1674.0,161.0,2295.0,659.0,2250.0,164.0,29.0
"San Benito County, California",06,069,80760.0,35.4,34.7,36.3,48136.0,442.0,426.0,1649.0,124.0,5181.0,1118.0,8202.0,1010.0,7378.0,3403.0,4980.0,453.0,261.0
"Alameda County, California",06,001,85743.0,37.3,36.4,38.2,694720.0,180446.0,10152.0,471335.0,13652.0,155248.0,27116.0,185282.0,18514.0,158154.0,73976.0,293137.0,34121.0,32665.0
